bin_selection,time,x,xerr,x2,xerr2,n,v,verr,diodes_diode,diodes_diodeerr,diodes_m2,diodes_m2err,y,yerr
17,77690203.54688272,13002.73267222555,6.125854228722665e-05,12816.47110065083,4.7581064841017215e-06,496.0,39991.365396773996,0.06334525175155988,0.1542705062205651,0.004045818668202871,0.03173408411624674,0.03300856175302121,75.0,8.660254037844387
18,77690199.60742469,13002.732883025734,5.332220314543402e-05,12816.471100130711,3.3644225979679283e-06,525.0,39991.3031885711,0.018862142074420524,0.1424388512361846,0.00408234372927555,0.03154052689854632,0.02935741759939771,75.0,8.660254037844387
19,77690195.52756114,13002.733087695811,5.5488504458518816e-05,12816.471100739687,3.7321168183545888e-06,541.0,39991.27849279138,0.004144045674046122,0.12990424525760147,0.004033285876410682,0.03664069669819097,0.031885179411470344,67.0,8.18535277187245
20,77690191.58495675,13002.733284529717,5.674887756506862e-05,12816.471102245421,4.852901190353272e-06,494.0,39991.29079999999,0.0,0.11898896329095592,0.005395180899886854,0.031151967007444735,0.02922390555843384,88.0,9.38083151964686
21,77690187.95063257,13002.733475490828,5.602782354295319e-05,12816.471099918575,5.4307344742243975e-06,461.0,39991.36795748406,0.04504673434918531,0.10974417828117314,0.0036400243526071912,0.029162004317336357,0.03266666567014644,67.0,8.18535277187245
22,77690184.1583773,13002.733680530582,5.9458678842704426e-05,12816.471104114493,5.129634709488636e-06,532.0,39991.42014360952,0.03266736732340409,0.09938451798442577,0.003960018019841413,0.024285812180813836,0.03146714094832082,88.0,9.38083151964686
23,77690180.36091664,13002.733889512407,5.6993131223371316e-05,12816.471104903718,5.062023728391531e-06,458.0,39991.45961593903,0.01509422003015197,0.09145811930991483,0.0022739413486998765,0.029337725131763876,0.03033160531092058,58.0,7.615773105863909
24,77690176.86518215,13002.734070764134,5.577071289743103e-05,12816.471102262942,3.977808088484328e-06,443.0,39991.31609999991,0.0,0.08478537727327505,0.0024881544128973884,0.030602491590821988,0.03180677708361364,95.0,9.746794344808963
25,77690173.27374868,13002.734272146616,5.6897483615787696e-05,12816.471103233833,3.837159014802024e-06,498.0,39991.34390361446,0.024357911962666665,0.0786404756263904,0.0020786513128005723,0.024998444446347832,0.029036466732274085,134.0,11.575836902790225
26,77690169.30781092,13002.734479835899,5.905576388981906e-05,12816.47110342138,3.0473709785666047e-06,531.0,39991.36846930354,0.005096741411922458,0.07443850943171551,0.0018448782819382524,0.023078330796828923,0.03199072938853709,98.0,9.899494936611665
27,77690165.54391424,13002.734679923691,5.7836449071411005e-05,12816.47110290907,2.6525586527523903e-06,452.0,39991.37639999994,0.0,0.06911683948759981,0.0016073735429657113,0.027849207309054658,0.03143078534440005,126.0,11.224972160321824
28,77690161.75400186,13002.734870973343,5.593003708355926e-05,12816.471099649805,2.7588255928753546e-06,544.0,39991.40277352942,0.008942354659408095,0.06601229383007068,0.002049932734041639,0.029443003064741406,0.03234561965635369,128.0,11.313708498984761
29,77690157.9512157,13002.735078163196,5.909746098916429e-05,12816.471100551073,3.572122895122259e-06,455.0,39991.352673626374,0.043028662826442104,0.06270228289234449,0.0011041245077070233,0.025186175178750752,0.032164039590797576,153.0,12.36931687685298
30,77690154.19376434,13002.73525684697,5.393919565068601e-05,12816.47110163325,2.9080254387227737e-06,532.0,39991.32585733051,0.013524282512485988,0.06074882981661671,0.0014327796697991212,0.02937557310982788,0.03143291094442985,198.0,14.071247279470288
31,77690149.8001524,13002.735463498258,5.889524510421296e-05,12816.471101197403,3.3979730558856484e-06,607.0,39991.35751828647,0.02177210295759915,0.058009017965595516,0.0014373741376820515,0.01962173404081574,0.030472928509016357,215.0,14.66287829861518
32,77690145.27042945,13002.735669895743,5.7527487939533796e-05,12816.471100213741,3.626865065145787e-06,571.0,39991.411800000475,0.0,0.0560067793961919,0.001339208403985534,0.028768945361574448,0.03227791558386961,257.0,16.0312195418814
33,77690141.22054605,13002.735874251368,5.640354203427613e-05,12816.471102575653,4.506848109440469e-06,494.0,39991.45405789481,0.006954197326153197,0.05474438055390377,0.0014039639479541401,0.025013491608631706,0.03089823588802349,377.0,19.4164878389476
34,77690137.4526571,13002.73607566379,6.032317002685192e-05,12816.47109917413,5.425901759324754e-06,493.0,39991.39922900631,0.0432348144121316,0.05333814218726731,0.0014056133727099423,0.023380814116534136,0.030053036748077258,399.0,19.974984355438178
35,77690133.78321345,13002.736281422642,5.7076541861439345e-05,12816.471098679514,3.659605336648125e-06,464.0,39991.37772995694,0.021631860633129475,0.0528636371226882,0.0014212457753872403,0.022766530438869198,0.03138196661725592,359.0,18.947295321496416
36,77690130.12880339,13002.736474370782,5.998095136468503e-05,12816.471103198184,4.1659627922572745e-06,494.0,39991.41719999949,0.0,0.051789336187336665,0.0012848432106534215,0.025647381249089413,0.03105410840667139,406.0,20.149441679609886
37,77690126.21852368,13002.73667017174,5.893331959108668e-05,12816.471102069017,3.2489605882460325e-06,532.0,39991.36737293233,0.018114268505420732,0.05092606105905917,0.0013961441014833217,0.02043572213903318,0.032573903516415696,300.0,17.320508075688775
38,77690122.29414684,13002.736879206557,5.550328684518307e-05,12816.471101144789,2.7678400326352437e-06,494.0,39991.375976113566,0.012529735681644182,0.04981242615602223,0.0013385856898442097,0.023798980382724096,0.033038073957872484,259.0,16.09347693943108
39,77690118.6408464,13002.737074729554,5.71862996720455e-05,12816.471102464844,4.3053224227400556e-06,458.0,39991.37789934489,0.016439147764761648,0.04867924752437711,0.0009687218651548885,0.024813858585377078,0.030126238104495023,280.0,16.73320053068151
40,77690115.01271135,13002.737273794306,5.694225777237213e-05,12816.47109974695,4.148849010178503e-06,497.0,39991.34579999992,0.0,0.04733121143359862,0.001366074894993029,0.01895056411716127,0.03186074661434858,169.0,13.0
41,77690110.90224376,13002.737481975324,6.104792067847341e-05,12816.471100992083,3.6058067424839455e-06,570.0,39991.43115087745,0.03196342441521071,0.04554170566507157,0.0012727024942091078,0.026710167361792814,0.030432837611732454,118.0,10.862780491200215
42,77690106.84970996,13002.737671374394,5.209537151527378e-05,12816.47109829554,4.117532439830333e-06,498.0,39991.40406385554,0.028635548996118095,0.04405261373126869,0.0012255279230415914,0.02525273781712682,0.028916579189502963,152.0,12.328828005937952
43,77690102.62432276,13002.737868757855,5.98124120348146e-05,12816.471100247194,4.696043446774019e-06,617.0,39991.38563808712,0.0028796630504791514,0.04274145142922452,0.0012214636070483431,0.021231980075541508,0.03150553716786223,147.0,12.12435565298214
44,77690098.38533513,13002.738068511746,5.428411686685936e-05,12816.471098491187,4.089890020501337e-06,494.0,39991.401866801905,0.025445783582554216,0.04181822547957501,0.0011916432668356179,0.022945360071825308,0.030287064007882215,88.0,9.38083151964686
45,77690094.61144352,13002.738263387586,5.639123867502753e-05,12816.471102168935,3.0251144692463285e-06,498.0,39991.451699999794,0.0,0.04048722249169489,0.0010641616830606093,0.020719710785954717,0.03071991555550434,95.0,9.746794344808963
46,77690090.53304009,13002.73846278855,5.7798708011298e-05,12816.471101207371,4.631239437729611e-06,568.0,39991.422857217956,0.010556946466625923,0.039311554039180935,0.001124255038091523,0.025913442435691075,0.03147207023301227,100.0,10.0
47,77690086.30660595,13002.738676073164,6.416841301737928e-05,12816.471098602891,2.942727876547269e-06,534.0,39991.33426011241,0.05721634498338464,0.038653734990941255,0.0014085294815052983,0.02350323800803275,0.028813490254794516,76.0,8.717797887081348
48,77690082.35710773,13002.738870186216,5.649602406040284e-05,12816.471099738394,3.2357535521960636e-06,506.0,39991.345047035655,0.06010063013978983,0.0375431654763271,0.0012955604824545185,0.022342173247475346,0.030707982177742833,91.0,9.539392014169456
49,77690078.23508693,13002.739073874043,5.798591374366308e-05,12816.471100532328,3.444942368708065e-06,566.0,39991.41498021171,0.006393724584634279,0.037440736306132344,0.0010468256202660915,0.018161130395401008,0.029925967481623232,58.0,7.615773105863909
50,77690074.05484095,13002.739274859361,5.642893140997763e-05,12816.471101810183,4.979224655126947e-06,534.0,39991.40190000051,0.0,0.036723888373593895,0.0011263970644276946,0.024833741902246843,0.029751065192427657,58.0,7.615773105863909
51,77690069.98182185,13002.73947478911,5.3834936031136355e-05,12816.471100515682,2.9588609930664354e-06,530.0,39991.413379244834,0.0024472783768263204,0.03551068685618087,0.0011181015080707949,0.02782427255923964,0.032895383166175844,74.0,8.602325267042627
52,77690065.90200399,13002.739672003025,5.399705507457302e-05,12816.471099720648,4.3538466834067035e-06,538.0,39991.42890501843,0.009727908793740322,0.035363421582176,0.0010467544057034936,0.021926197968928345,0.030174555533275596,113.0,10.63014581273465
53,77690061.8080575,13002.739866749866,5.7908022270289855e-05,12816.471100227613,3.867614637765615e-06,537.0,39991.41661675956,0.019781004803552344,0.0351143723378647,0.0012293961959543972,0.017157972623999086,0.031159990116925364,84.0,9.16515138991168
54,77690057.87289461,13002.740073650091,6.0553438826260886e-05,12816.471100460307,4.028531159976767e-06,492.0,39991.3950522358,0.0012729582322702029,0.035296496275378925,0.001059151816363981,0.02251568893966556,0.0310615067085666,81.0,9.0
55,77690053.94515008,13002.740266848577,5.956642496620568e-05,12816.471100284112,4.62742510150287e-06,531.0,39991.39210000001,0.0,0.03533608845774998,0.0011088467824589474,0.021724823569281723,0.02959427834049042,104.0,10.198039027185569
56,77690049.70446236,13002.74048448584,5.379121894639944e-05,12816.471103903012,3.1000014781681488e-06,578.0,39991.390649481036,0.0004660480323460005,0.03450727494390936,0.0010923706687682067,0.02670172896824585,0.03241399417994802,80.0,8.94427190999916
57,77690045.62992534,13002.74067778025,5.193864565262906e-05,12816.471099182356,3.1111878610471944e-06,496.0,39991.40302580651,0.007980398919430715,0.03509368083070535,0.0010918307741030141,0.02061147098397292,0.03181067506098242,73.0,8.54400374531753
58,77690042.00489679,13002.74087282465,5.485867513710187e-05,12816.471099880315,3.194483742732894e-06,459.0,39991.41361111102,0.008502459612024617,0.034869991756895945,0.0011712765707695184,0.023683500998357313,0.02949606924222909,83.0,9.1104335791443
59,77690038.18398677,13002.741067086805,5.928355772289261e-05,12816.471099908762,3.962527469075119e-06,537.0,39991.42540018601,0.009444765785658137,0.034811781120842246,0.0012280280894435404,0.018343223651056968,0.03250548691821212,69.0,8.306623862918075
60,77690034.11100356,13002.741262020916,5.9503871269214174e-05,12816.471099887149,4.241279243851418e-06,542.0,39991.35689999944,0.0,0.03446727322008541,0.0011722084576262406,0.019956720992928452,0.03068490962039477,113.0,10.63014581273465
61,77690030.17733763,13002.741462094536,5.715525583372105e-05,12816.471098688779,2.7547312632757783e-06,486.0,39991.31279958803,0.025137978815373427,0.034850642925765646,0.001029100167571095,0.023161440882363587,0.031053084730560378,78.0,8.831760866327848
62,77690026.27559637,13002.741672479613,5.8811125573474406e-05,12816.47110015376,2.917826012505466e-06,538.0,39991.29962918238,0.0012453053917041391,0.034431045288233444,0.0010828160920041039,0.026986097118917265,0.031255615686618526,106.0,10.295630140987
63,77690022.3112685,13002.741875605234,5.955889517396506e-05,12816.47109889777,4.009954054494095e-06,495.0,39991.31128929316,0.025809770187633543,0.03411127001719822,0.001052975005502954,0.024845408084388697,0.030930139075679115,82.0,9.055385138137417
64,77690018.5575054,13002.74205643236,5.975073889149128e-05,12816.471100336159,4.175222149705901e-06,500.0,39991.375900000254,0.0,0.03402705061421448,0.001186380973782897,0.02265396261157284,0.03168663648624017,76.0,8.717797887081348
65,77690014.43977377,13002.742268053375,6.0432137159414685e-05,12816.471100162393,3.6727664448559895e-06,577.0,39991.380724956776,0.0021708775723679333,0.033557429601794066,0.001203920714226452,0.019282318207036027,0.031241292169213345,61.0,7.810249675906654
66,77690010.21904474,13002.742473988177,5.408327456021025e-05,12816.471100903998,4.389686555758908e-06,525.0,39991.38092514314,0.000574502967869199,0.03332677403389003,0.0010924329084719036,0.01904431471025727,0.030642938463121095,61.0,7.810249675906654
67,77690006.15058868,13002.74266827525,5.896409011708378e-05,12816.471098155462,2.900119958737119e-06,536.0,39991.37517500005,0.006563516405427169,0.032735553103940926,0.0010512603438558705,0.023623084045378644,0.031459958434452276,61.0,7.810249675906654
68,77690002.10252117,13002.742876462677,5.4530293840526395e-05,12816.471099501525,2.6944131248566224e-06,524.0,39991.38273511479,0.03799689213886998,0.03258744647670435,0.001228773161956687,0.02541375669046167,0.03161087371527953,36.0,6.0
69,77689998.16513072,13002.743078764555,6.0140353517196335e-05,12816.471099829409,3.6087687518681096e-06,498.0,39991.47489999983,0.0,0.03305128797448219,0.0011540185921691346,0.021521560526808797,0.02947576035944905,103.0,10.14889156509222
70,77689994.37350157,13002.74327278782,5.514044011577161e-05,12816.471100211927,3.1114019115190337e-06,497.0,39991.41685633781,0.028795110568294292,0.032986019187173816,0.0011289017776435312,0.02224118905316088,0.031399116844908426,96.0,9.797958971132712
71,77689990.41099629,13002.743470885564,5.792333881618968e-05,12816.471100785322,4.4985452587673626e-06,540.0,39991.38009629661,0.02170521824099539,0.03256153288316251,0.001159682840186781,0.02301220406935484,0.03172072275227159,74.0,8.602325267042627
72,77689986.02666004,13002.74368136624,6.0119980630802884e-05,12816.471098508755,4.194110404501487e-06,603.0,39991.361349254184,0.002879232311723604,0.03234757374431564,0.0010725497640235607,0.017352069343802227,0.03113079405374228,112.0,10.583005244258363
73,77689981.83321652,13002.743877887237,5.2415606709008254e-05,12816.47109919776,2.8585161029306215e-06,495.0,39991.35953777796,0.017099972983751682,0.03272112490847948,0.0012717345788438455,0.02128964017858557,0.031108360476605243,70.0,8.366600265340756
74,77689978.05136065,13002.744069899178,6.0198896191830126e-05,12816.471099982084,3.6149576617599073e-06,489.0,39991.3079999999,0.0,0.03217106942712715,0.001125507707755151,0.024547827925979315,0.030210697138115812,89.0,9.433981132056603
75,77689974.1217184,13002.744270335717,5.615056647993205e-05,12816.471100213254,3.9072908851762546e-06,538.0,39991.35368364249,0.025418251637081397,0.03190537547262742,0.0011231854005259133,0.02519104349024164,0.032237441276665606,113.0,10.63014581273465
76,77689970.34564634,13002.744471757538,5.8096717961613813e-05,12816.471099288721,3.487740240875855e-06,452.0,39991.327179645756,0.04626596527422306,0.03211656621022828,0.0010965619791474222,0.01805771423776592,0.03199693580243528,50.0,7.0710678118654755
77,77689966.55665271,13002.744660871771,6.0539016025214946e-05,12816.471097208501,3.09412380302682e-06,537.0,39991.287541526544,0.0340190542598382,0.03170562715129787,0.0010281331034047152,0.023340878969485758,0.030912153635949843,87.0,9.327379053088816
78,77689962.01927097,13002.744873618234,5.521954625292854e-05,12816.471097144591,2.0331455601736373e-06,646.0,39991.37967151745,0.009612518974312858,0.031928818563326335,0.0011875561598100209,0.0221968658359019,0.03285781260772454,122.0,11.045361017187261
79,77689957.65805471,13002.745069945895,5.229739419313629e-05,12816.471099273424,4.234529165025265e-06,500.0,39991.41180000043,0.0,0.0320416283586587,0.001039681342266672,0.02073564210466115,0.031357170311353856,92.0,9.591663046625438
80,77689953.72678767,13002.745265215737,5.633067011543692e-05,12816.471097720254,4.127402902909685e-06,539.0,39991.34782040817,0.03445476199217735,0.031587492411004246,0.0010382777588949206,0.020691300606405207,0.030095202437387954,87.0,9.327379053088816
81,77689949.49607374,13002.74546502848,6.104656454063705e-05,12816.471098085043,3.4115086778213732e-06,566.0,39991.34411272093,0.012999043425131173,0.03170828614981893,0.0010701621567159587,0.023396117306087323,0.030351339274590307,95.0,9.746794344808963
82,77689945.43405057,13002.745680366126,5.668100581344372e-05,12816.471098454454,2.2525914653125082e-06,496.0,39991.36241068552,0.010456357920508287,0.03214723615116495,0.0009830418504162782,0.022104256696857887,0.030550161821199413,50.0,7.0710678118654755
83,77689941.7892618,13002.745877595115,5.565936292229163e-05,12816.471098258879,4.1739777125981025e-06,465.0,39991.37819999995,0.0,0.0322502478715033,0.0010408021588823155,0.019440364784932034,0.03228285592094677,47.0,6.855654600401044
84,77689938.0137964,13002.746072819918,5.503599813548211e-05,12816.4710971726,2.947912630775138e-06,534.0,39991.43014756514,0.018325313993812882,0.031717251510243724,0.0010502000325666736,0.031154251341250362,0.028369752080292694,79.0,8.888194417315589
85,77689933.78908567,13002.746269507063,5.766878376674409e-05,12816.471098972987,5.41112429125631e-06,576.0,39991.363715277956,0.05077815117174675,0.03296005609897071,0.0010870284472767919,0.021099155574829363,0.030424889849198885,92.0,9.591663046625438
86,77689929.52806935,13002.746479875588,5.5146564653679164e-05,12816.471101123892,2.221012649138421e-06,546.0,39991.311987180015,0.01729308023747019,0.033355931942738073,0.0011746471228057716,0.019516166786099888,0.030758714500048308,80.0,8.94427190999916
87,77689925.58107229,13002.74668000413,5.927291108086465e-05,12816.471099219341,3.4782907910026897e-06,495.0,39991.31913575765,0.056098892550009556,0.03362352311954735,0.0011664908188700038,0.02192955878514579,0.030316907409557045,133.0,11.532562594670797
88,77689921.81437479,13002.74687611271,4.884084257120383e-05,12816.471098994945,3.0538867896844733e-06,491.0,39991.4431000001,0.0,0.034121597593616014,0.0010428972108366163,0.023199241673325256,0.03141806291300896,120.0,10.954451150103322
89,77689917.90720458,13002.74707185915,5.9465825676291425e-05,12816.471098286564,3.3831982712661986e-06,537.0,39991.394071508395,0.022020175370464735,0.03410675583589321,0.0011355317518242872,0.022254858273974585,0.03173488343585216,81.0,9.0
90,77689913.98241168,13002.747277525648,5.645664967474115e-05,12816.471098327385,3.793307781610426e-06,497.0,39991.40359557306,0.01730260272347614,0.034404985375463194,0.0011984386962529384,0.02332460678865966,0.03000179413074799,119.0,10.908712114635714
91,77689910.18536733,13002.747468160467,5.7102990309949086e-05,12816.47109975861,5.137654391833877e-06,498.0,39991.41689156608,0.0040831756292304695,0.034902675826523316,0.0010339706420812427,0.022972684012247387,0.031063444781470273,85.0,9.219544457292887
92,77689906.24412933,13002.74766845876,5.848545742131668e-05,12816.47109970169,4.213613728740463e-06,528.0,39991.40900000037,0.0,0.03502147616599661,0.0011456683976811544,0.023954348016294445,0.03375080629152702,119.0,10.908712114635714
93,77689901.88227263,13002.747876020752,5.9157674183090305e-05,12816.471097810612,5.061816817386977e-06,609.0,39991.359295401824,0.010920546417349082,0.035650133378990354,0.0012403520359023001,0.019576306539077323,0.03195514261274835,103.0,10.14889156509222
94,77689897.47979988,13002.748072438437,6.054599426577656e-05,12816.471098264434,2.0606917967010366e-06,528.0,39991.35509431838,0.0007296940622999058,0.03665927409843745,0.0011582275524256924,0.021117948610098188,0.02958448986059374,138.0,11.74734012447073
95,77689893.25800107,13002.748287053313,5.803780747772115e-05,12816.471099958482,3.27964421769458e-06,572.0,39991.36638146876,0.008828744594341133,0.037591194875648805,0.0012993249070763363,0.027022876977356995,0.03171548820180842,130.0,11.40175425099138
96,77689889.3352264,13002.74848462207,5.217280725919289e-05,12816.471099805762,2.8414452147491387e-06,450.0,39991.36933333326,0.005332799707292047,0.03866745067918441,0.0013186120617900774,0.02089499047992035,0.03176597148135187,195.0,13.96424004376894
97,77689885.29638728,13002.748671008487,5.717981571472386e-05,12816.471099025475,4.38783295665132e-06,612.0,39991.36371993469,0.004510685035433325,0.03910075700257339,0.0012052601055379756,0.022919759669726418,0.033915268679165264,261.0,16.15549442140351
98,77689880.75827727,13002.748876148595,6.108461639699897e-05,12816.471100260776,3.9996526694853085e-06,577.0,39991.37404869978,0.002690183263380419,0.03987151990700141,0.00122056922281914,0.020928679044481403,0.029880120329690604,273.0,16.522711641858304
99,77689876.69837435,13002.749073392686,5.847237563489708e-05,12816.47109649443,5.650445925864672e-06,495.0,39991.34530000014,0.0,0.040743697523640904,0.0013618769146322791,0.026345196578923376,0.03261278442063384,312.0,17.663521732655695
100,77689872.90318458,13002.749271265347,5.990889870667069e-05,12816.471097273026,3.6203813077069173e-06,501.0,39991.38889680642,0.031974131878805434,0.04252122933615664,0.00129209160258199,0.025641401874775004,0.02943792101161568,301.0,17.349351572897472
101,77689868.81186014,13002.749478060226,5.967830185148952e-05,12816.4710979681,3.967957156908668e-06,572.0,39991.39575524523,0.019758498775418028,0.04511058363125162,0.0014115913134662434,0.01985082005133153,0.029803745305044222,463.0,21.517434791350013
102,77689864.60292919,13002.74967184876,5.6205887932476225e-05,12816.471099612987,3.351645891210673e-06,532.0,39991.36060225556,0.02412814647062989,0.047366567155494324,0.0014779929701143396,0.021162212551280937,0.032356098944521204,496.0,22.271057451320086
103,77689860.38309924,13002.749866728882,5.775777294203586e-05,12816.47109881368,3.3461894214776926e-06,577.0,39991.31169653354,0.010099800007558585,0.049168214100170825,0.0015124402835758745,0.02866566291598691,0.029158904991841136,617.0,24.839484696748443
104,77689855.9982909,13002.750074395151,5.9714445227044066e-05,12816.47109845067,5.395820917172687e-06,572.0,39991.39680000019,0.0,0.05194738487526868,0.0017890232327038783,0.02222176222657923,0.031852410434479506,602.0,24.535688292770594
105,77689851.9074332,13002.750265830666,5.731667902315918e-05,12816.471098092044,2.9324988083052764e-06,496.0,39991.344386290155,0.02369049703860786,0.05553443361089875,0.0016843002568979364,0.023814560732489113,0.031062331835719735,723.0,26.888659319497503
106,77689847.68473583,13002.750475849663,6.181769047026967e-05,12816.471097071098,3.0517371318093735e-06,625.0,39991.36648272039,0.0279650942331099,0.05855602823064134,0.001545850480294089,0.029579652230443055,0.029471855630484455,722.0,26.870057685088806
107,77689843.44580813,13002.750669509025,5.4573003371217734e-05,12816.471097313637,3.008405402788786e-06,488.0,39991.36787377029,0.029365729779809068,0.06378321331351838,0.0013375460514997105,0.024256326842275702,0.02941345674654503,292.0,17.08800749063506
108,77689839.5472761,13002.750874836958,5.97082346699584e-05,12816.471098472755,4.091022487176593e-06,534.0,39991.333966292696,0.013467554877133888,0.06890606734818225,0.002291620677673849,0.0201326281816888,0.032106864611899454,333.0,18.24828759089466
109,77689835.48108736,13002.7510766973,5.878631469059247e-05,12816.471099046346,4.206874685260434e-06,530.0,39991.3745000001,0.0,0.07438650450662242,0.002715962273403181,0.024874451979385443,0.030488461558649073,240.0,15.491933384829668
110,77689831.38298452,13002.75127725007,5.8886441497170594e-05,12816.471099045153,3.6882121696932424e-06,542.0,39991.35561771183,0.007922234082361064,0.08165660929491665,0.002713492375541164,0.031537853159521616,0.030987488749266587,211.0,14.52583904633395
111,77689827.14779516,13002.75148432869,6.052374613310781e-05,12816.471098118445,2.888896227434769e-06,572.0,39991.42757272691,0.05781416955454127,0.09117230306206002,0.0037656445427909726,0.024959587985274947,0.030490341038780254,174.0,13.19090595827292
112,77689823.24071987,13002.751671685555,5.776513820144344e-05,12816.471097051823,4.185370975704558e-06,458.0,39991.43174279456,0.0570396744989507,0.10139353300002367,0.004133307731415578,0.028995149430154337,0.0303402980953254,84.0,9.16515138991168
113,77689819.4592219,13002.751871961933,6.099194348832695e-05,12816.471097284772,3.233089422879966e-06,531.0,39991.350841996595,0.0002792627922412087,0.11324483173361173,0.00476363626256733,0.025546855408244522,0.03417618401812578,105.0,10.246950765959598
114,77689815.51101416,13002.75206735499,5.409430268129131e-05,12816.471100035134,3.4154898690960143e-06,498.0,39991.34950000018,0.0,0.12589611107843363,0.004923065936488202,0.029787085889817197,0.03196433089972783,108.0,10.392304845413264
115,77689811.43943296,13002.75227343471,6.063851436469122e-05,12816.471098306889,2.847719080368196e-06,572.0,39991.39103601401,0.02478530007727575,0.13870098247261312,0.0046623109728261,0.037060421371099245,0.03164608116565223,103.0,10.14889156509222
116,77689807.34052825,13002.752466673035,5.343322491665855e-05,12816.47109963915,2.7286388339431256e-06,492.0,39991.391607317055,0.013808452041142961,0.1514409241650548,0.004256497352120066,0.032874982303911615,0.0307386679307882,46.0,6.782329983125268
117,77689803.40484518,13002.752675022697,6.262555251062142e-05,12816.471098546393,3.3432885912912756e-06,536.0,39991.38106846987,0.005206210730905454,0.16121099947200523,0.0014274806010327015,0.03187272530903841,0.03226438809192496,73.0,8.54400374531753
118,77689799.47440201,13002.75286957381,5.05547240941194e-05,12816.471096357296,4.078867530070934e-06,485.0,39991.390500000074,0.0,0.16508178194742504,0.0023573196494492674,0.03345750651713746,0.032085062980003104,77.0,8.774964387392123
