bin_selection,time,x,xerr,x2,xerr2,n,v,verr,diodes_diode,diodes_diodeerr,diodes_m2,diodes_m2err,y,yerr
116,77683335.55543375,13002.752477610333,5.5296950858894755e-05,12816.471112912313,2.6036406457604343e-06,482.0,39991.502778422866,0.01210691935029433,0.1509400555411247,0.004133611792448913,0.03425106715951455,0.03195471964973206,79.0,8.888194417315589
117,77683331.7347513,13002.752679227906,5.301355083756561e-05,12816.471112629824,2.4453926208554214e-06,516.0,39991.48000000035,0.0,0.1608152310172715,0.0022883352364210614,0.03363528726744758,0.027772854695281755,76.0,8.717797887081348
118,77683327.58618422,13002.752880035741,6.115235695748855e-05,12816.471117472132,5.126998609597578e-06,568.0,39991.4892957745,0.002560833010066293,0.1668437898330449,0.002316066564178545,0.03838035758451938,0.03077362573507121,63.0,7.937253933193772
119,77683323.58135566,13002.753085714288,5.93694169354771e-05,12816.471114411886,3.3625466922135005e-06,484.0,39991.50957252068,0.012310945867259865,0.16523997781157687,0.0024214029879047146,0.03502646006353496,0.030918739304359417,56.0,7.483314773547883
120,77683319.90140621,13002.753280596879,4.7803075324170766e-05,12816.47111520124,2.8111792818508475e-06,484.0,39991.52777210744,0.015272681850055318,0.15985884382446702,0.0031644456155932375,0.027946986604873214,0.02913441603675735,44.0,6.6332495807108
121,77683316.05511309,13002.753480687245,5.993669198437814e-05,12816.471114678363,3.2855105326430994e-06,518.0,39991.548225676066,0.011069464899715423,0.14959438984792198,0.00376053877985369,0.029351376268689142,0.03276662440383731,72.0,8.48528137423857
122,77683312.2040269,13002.753684989824,5.631985268444807e-05,12816.471111873858,3.87035535140255e-06,485.0,39991.4792999998,0.0,0.1374401207626129,0.004542590986330517,0.031568023328540376,0.029708412811462602,37.0,6.082762530298219
123,77683308.39630537,13002.753889793834,6.122782445119482e-05,12816.471112942168,3.4117596634690775e-06,515.0,39991.49661631078,0.012060555944414386,0.1263898525637508,0.00312812109932747,0.027720393526027006,0.030003171157125388,27.0,5.196152422706632
124,77683304.59130234,13002.754085043262,5.581112017677967e-05,12816.471111804074,4.417823328957732e-06,480.0,39991.49787875025,0.009987692138811507,0.11675569246636654,0.004433667459875109,0.028922438896059895,0.03326852101207783,44.0,6.6332495807108
125,77683300.73210692,13002.754289908702,6.107206833789973e-05,12816.471113845631,2.491234379030508e-06,531.0,39991.48279830479,0.004859926333894413,0.10546758532310035,0.003602171313482483,0.02636143752581111,0.03058127794372967,68.0,8.246211251235321
126,77683296.90866561,13002.754476003189,5.192145595929531e-05,12816.47111204157,3.1211533710434213e-06,477.0,39991.46140000005,0.0,0.09629276863762375,0.0025374729694468195,0.02694781512310523,0.031494571938117784,69.0,8.306623862918075
127,77683292.90089943,13002.754687177372,6.005447944920587e-05,12816.471112971933,4.706932077968118e-06,567.0,39991.48414426773,0.014521941416166863,0.08888278304601235,0.0025683225717203608,0.03260846499889883,0.0314556077657269,57.0,7.54983443527075
128,77683288.77613921,13002.75488799879,5.256414453158731e-05,12816.471112634697,4.2060991918261786e-06,515.0,39991.52312135917,0.0302747877251217,0.08311989174936124,0.002303598482645413,0.030163418271450013,0.031127480449886415,58.0,7.615773105863909
129,77683284.80866519,13002.755088210924,5.6076985708316975e-05,12816.471115973365,4.154944945033476e-06,511.0,39991.55790391364,0.007652193339762457,0.0771073529078442,0.002325477049192679,0.02735200402581234,0.029289178843031897,44.0,6.6332495807108
130,77683280.99236274,13002.75528854839,5.523965450641893e-05,12816.471115097533,4.551513337286485e-06,485.0,39991.57250000006,0.0,0.07262732013289903,0.0021745917493697794,0.025679156739079532,0.032034608042964846,36.0,6.0
131,77683277.27601336,13002.755490327158,6.054114452923305e-05,12816.47111485924,3.8451209403800755e-06,493.0,39991.542782352946,0.012302136149615358,0.06793249853076047,0.002173015852866536,0.02478126916572978,0.030326801177766278,40.0,6.324555320336759
132,77683273.69107331,13002.755681738552,5.594797637304916e-05,12816.471116250717,3.980962303678786e-06,442.0,39991.518288235115,0.02187197644878278,0.06447480593242302,0.0013648452984825657,0.020934726683762866,0.0299537587827499,24.0,4.898979485566356
133,77683270.1609544,13002.755880961951,5.674004408214485e-05,12816.471114292373,2.0460514928969143e-06,483.0,39991.494634782684,0.0052268250920561934,0.0618947984488012,0.0013321334657733874,0.02478289917531674,0.029456742939607292,57.0,7.54983443527075
134,77683266.32947265,13002.756082532567,6.105390583397425e-05,12816.471116134864,3.6820104152751687e-06,519.0,39991.523800000265,0.0,0.05920851406464593,0.001067831199121528,0.02789994310046164,0.03149098791132719,74.0,8.602325267042627
135,77683262.48291005,13002.756288862756,5.7235664771325013e-05,12816.471114796506,3.4443242721574903e-06,480.0,39991.53286250003,0.0055872515485977,0.05753593366364441,0.0013563994650647954,0.024126911725282373,0.031768467877337433,54.0,7.3484692283495345
136,77683258.77944985,13002.75648414472,5.969570911006108e-05,12816.471116865601,3.4206200443296332e-06,484.0,39991.52883718996,0.010245670765527503,0.05528216761441302,0.001064590656476174,0.02256789165300998,0.03135225546121018,52.0,7.211102550927978
137,77683255.11582872,13002.756680242253,5.8579643228624054e-05,12816.471113555974,3.1467093037433848e-06,481.0,39991.51480000053,0.0,0.05451277256743263,0.001058042965331985,0.023406650479876757,0.031178282234207117,39.0,6.244997998398398
138,77683251.29376331,13002.756877769809,5.705199733215701e-05,12816.47111538692,2.796993019299765e-06,518.0,39991.53404691126,0.0035488386021739786,0.052914965397208066,0.0011761101991724066,0.02333538391116768,0.03085223803018015,21.0,4.58257569495584
139,77683247.29131475,13002.757084883922,6.238594165771638e-05,12816.471115793982,4.975030761202468e-06,528.0,39991.56296515129,0.01899040399136835,0.05207164417384029,0.0011663808700020058,0.025414598430970214,0.03343827690152779,40.0,6.324555320336759
140,77683243.58123863,13002.757281967504,5.510001161073518e-05,12816.47111602265,2.0442549501101942e-06,442.0,39991.55298642527,0.03305169863271454,0.05128560072638748,0.0010678855611859464,0.019064587730675008,0.027631672616755483,45.0,6.708203932499369
141,77683239.86478455,13002.75748393823,6.267976822054696e-05,12816.471114466141,2.705769786556824e-06,522.0,39991.50485593879,0.0016409623362336825,0.05022045983122439,0.001141384893403287,0.025183962096043434,0.03284444493356345,53.0,7.280109889280518
142,77683236.15859379,13002.757679989782,5.668295815651456e-05,12816.471113968582,2.479052464406697e-06,449.0,39991.48619999977,0.0,0.04976056841673767,0.0011491964914569998,0.0213414449507344,0.030703452344180024,32.0,5.656854249492381
143,77683232.30725636,13002.757888288821,6.253483112294023e-05,12816.471114325412,2.1069765316158594e-06,551.0,39991.50260018179,0.012881770768119001,0.04780226952310785,0.0013574201227356444,0.029084891662206742,0.03150385328535735,56.0,7.483314773547883
144,77683228.47664273,13002.758089792174,5.3275157939202367e-05,12816.471117205103,4.476389540065866e-06,443.0,39991.50024221248,0.019782265057157754,0.04589662871280676,0.0012186299381553032,0.019454507522694856,0.03175272385912096,40.0,6.324555320336759
145,77683224.95299248,13002.758280563838,5.943196038448066e-05,12816.471116654904,3.0063277905209627e-06,478.0,39991.468900000116,0.0,0.04485260633984604,0.001134643048642144,0.022930583208825763,0.030712028627342743,73.0,8.54400374531753
146,77683221.3036439,13002.758479355216,6.0344104919494246e-05,12816.471115756958,2.3114851433164886e-06,480.0,39991.543887500084,0.028372180693416824,0.04328914741633996,0.0010414684761211486,0.021834679895844908,0.0316165280342646,34.0,5.830951894845301
147,77683217.47331677,13002.758683992237,6.219232291910865e-05,12816.471117814714,4.351612231242012e-06,519.0,39991.535267245,0.01865547954513284,0.04200401058847155,0.0011564272238877816,0.02340709980226505,0.03297742945186092,63.0,7.937253933193772
148,77683213.62290955,13002.758888761253,5.82420818407863e-05,12816.47111624796,2.6580030885799766e-06,484.0,39991.53814814057,0.04279207489188461,0.041167395171436146,0.0009850288233036956,0.024584967310576366,0.030863448166294664,29.0,5.385164807134504
149,77683210.0468744,13002.759080299402,5.8688547064869375e-05,12816.471118401487,2.9964783399734466e-06,460.0,39991.625800000016,0.0,0.03986192786721515,0.0011981868844464507,0.025572774165010474,0.032870887639204024,49.0,7.0
150,77683206.30501263,13002.759266377992,4.689687262034881e-05,12816.471116174038,4.0778005943337864e-06,517.0,39991.54094622806,0.04568234407270307,0.03946176780951311,0.0010834467121791543,0.0243990584529204,0.03047622022215806,53.0,7.280109889280518
151,77683202.48265107,13002.759477705553,5.346599386146507e-05,12816.471117519079,2.206992740452807e-06,491.0,39991.514734622964,0.0018426419652312956,0.03834074616937719,0.001217944017591483,0.03497373440759886,0.030707780733353576,23.0,4.795831523312719
152,77683198.78959091,13002.759673250073,5.662613118628952e-05,12816.4711167257,3.4549897584858702e-06,483.0,39991.511432919404,0.004221105474653908,0.037411636762075054,0.0011899042307309264,0.06783256630847337,0.03287345499351301,28.0,5.291502622129181
153,77683195.10318369,13002.75986896037,5.2951738175971346e-05,12816.471116651823,2.7521695105422614e-06,482.0,39991.49740000036,0.0,0.036831326000552854,0.0011695764631809685,0.39977504570203204,0.1991377708723287,27.0,5.196152422706632
154,77683185.66090386,13002.760076393924,6.0638654836484114e-05,12816.47111670418,2.995151936885481e-06,567.0,39991.47938342154,0.02332544691617301,0.03617332492467281,0.0011849147781211827,1.1885110684363906,0.1538153828335805,63.0,7.937253933193772
155,77683176.71545377,13002.760291732975,5.572685342543291e-05,12816.471115051138,3.294719592775685e-06,552.0,39991.49705018145,0.03402012533657055,0.03518003652281123,0.0011844928420288445,0.6183863629494019,0.31525858476441404,74.0,8.602325267042627
156,77683183.73108503,13002.760480739651,5.586320106645097e-05,12816.471117137526,4.332725619084146e-06,492.0,39991.52458536561,0.0035950788414057257,0.03535733497805752,0.0011447812049531418,0.1343165008462869,0.06195303998416525,40.0,6.324555320336759
157,77683179.87703334,13002.760684506033,5.188171520855827e-05,12816.47111486507,2.340983538596665e-06,515.0,39991.503600000106,0.0,0.034809955416187824,0.0011847262026320432,0.04739552485292251,0.0330542700602505,33.0,5.744562646538029
158,77683176.04510756,13002.760880859503,5.336142189250868e-05,12816.471115582613,4.3798066865515395e-06,483.0,39991.45896521754,0.026972220051684086,0.03461947624925583,0.0011322605362042624,0.033768207916123116,0.03214177177747494,41.0,6.4031242374328485
159,77683172.3401238,13002.76108246707,5.8700330942802375e-05,12816.471115803599,3.0398549256630737e-06,474.0,39991.44975316462,0.00952902988381656,0.03510894483174981,0.0010592989783529613,0.025664347791725196,0.03088293559710213,27.0,5.196152422706632
160,77683164.68073182,13002.761286695095,5.934344800816784e-05,12816.471117988754,3.224468509079704e-06,561.0,39991.47151532994,0.025579026981249926,0.03464256155709253,0.0012918647487653576,0.026397027985274508,0.03144304904579668,45.0,6.708203932499369
161,77683164.66325673,13002.7614920214,5.614455059573231e-05,12816.471117687355,3.053984377220824e-06,477.0,39991.53979999976,0.0,0.03464284918974071,0.0010611412989802462,0.0246370292527673,0.03131038445263736,28.0,5.291502622129181
162,77683160.96291228,13002.76168788013,5.5402658263421435e-05,12816.471116227123,4.489342266161023e-06,483.0,39991.57549275336,0.024445139033335738,0.03490754549230182,0.0010403520145198775,0.02388736478732162,0.03221195739326447,32.0,5.656854249492381
163,77683157.13728502,13002.761885300599,5.343343837262752e-05,12816.471117553714,3.7825327328247292e-06,506.0,39991.56909723307,0.03180449734669452,0.0347973139670119,0.0011452882166583347,0.023698847509151372,0.030625471349323304,91.0,9.539392014169456
164,77683153.33859678,13002.762080715427,5.21021047953731e-05,12816.471121088729,3.2079849921749456e-06,485.0,39991.52540000003,0.0,0.03484579500560881,0.001143768230225266,0.023923958439930414,0.031025668380899877,45.0,6.708203932499369
165,77683146.67218496,13002.762282743295,5.568615786033632e-05,12816.471117186033,3.0777251871778996e-06,513.0,39991.54761306065,0.0013910304853627328,0.03495002727264484,0.0011324559413343678,0.019311419536047737,0.03142046839523113,55.0,7.416198487095663
166,77683143.23953545,13002.76247938258,6.0803514338306883e-05,12816.471119138145,3.9728489705298385e-06,557.0,39991.56066947908,0.01052783917579145,0.03420489965051405,0.001046983749770279,0.02335197712749429,0.028986632047048603,57.0,7.54983443527075
167,77683141.90908223,13002.762688097702,5.347786656956333e-05,12816.471118431398,3.6081795395974158e-06,486.0,39991.56203333345,0.010145640464607721,0.03329600814120532,0.00106342937021964,0.02168937705162548,0.03293363086319098,21.0,4.58257569495584
168,77683138.09318432,13002.762891464412,5.850488108240863e-05,12816.471117788798,2.110161448383073e-06,511.0,39991.546571233084,0.008959189293358824,0.03365124118349745,0.0011092029655773424,0.024457290161096594,0.02961176858150735,55.0,7.416198487095663
169,77683134.44238299,13002.763089004115,5.42764069395869e-05,12816.471118692774,4.69788289972364e-06,444.0,39991.475600000136,0.0,0.03322731182834064,0.0009769547271969263,0.021683642440122792,0.031456034635463294,32.0,5.656854249492381
170,77683129.45235898,13002.763278065207,5.7419525206857605e-05,12816.471119925887,3.4166426895897664e-06,523.0,39991.48487648195,0.017698982627982283,0.03280252236192977,0.00107529826564667,0.020378020214939445,0.03156925592931825,58.0,7.615773105863909
171,77683122.0363778,13002.763497653114,5.208447419859738e-05,12816.471118830379,4.081811044950257e-06,777.0,39991.509904504295,0.029088972445582846,0.032583739077012425,0.0011320672000636725,0.024924789538569792,0.03215300190519842,40.0,6.324555320336759
172,77683119.64320382,13002.76361163245,2.909189148991307e-05,12816.471118210804,3.4695709577693026e-06,1443.0,39991.520622107324,0.015096141824617028,0.03275642658037332,0.0012268490749199027,0.023545015404947016,0.031174844721798333,153.0,12.36931687685298
174,77683111.3864027,13002.764007849384,2.3997518780406263e-06,12816.47111851778,6.663244791361344e-06,80.0,39991.546099999956,0.0,0.03244062060443257,0.0010268839609723595,0.01964935043203749,0.04114905409123554,5.0,2.23606797749979
175,77683111.53865953,13002.764301390052,0.0,12816.471117459378,4.038636735190613e-06,40.0,39991.546099999985,0.0,0.0322761555401402,0.0006073742147650848,0.02782737558432945,0.01646420849517571,2.0,1.4142135623730951
176,77683111.25241975,13002.76443366769,0.0,12816.471120591792,5.237872568385977e-07,37.0,39991.54609999999,0.0,0.03304136258894063,0.00031220666148508105,-0.007248132971425699,0.006033954056611841,1.0,1.0
178,77683108.65383218,13002.7649269657,0.0,12816.471121582197,1.6782077123311434e-07,38.0,39991.5477,0.0,0.03395586321116336,0.003991489379560079,0.020426447698409792,0.01362602355160474,4.0,2.0
208,77683108.38878395,13002.770904532632,0.0,12816.47112253849,2.793389735470862e-07,30.0,39991.5477,0.0,0.04848418764852792,0.0015600134639297011,0.054624216741829226,0.004378673454310535,0.0,0.0
215,77683101.57556911,13002.772194084182,0.0,12816.471121251117,1.6075363615303254e-06,30.0,39991.5906,0.0,0.08666201154545514,0.0044797531959836455,-0.010525877213137103,0.011975371586607997,0.0,0.0
227,77683101.3205073,13002.774664218248,0.0,12816.471111840632,1.9431327549275033e-06,38.0,39991.5906,0.0,0.1132280249975346,0.015938907995349024,-0.007714390245775689,0.011580476192271476,2.0,1.4142135623730951
230,77683101.84411763,13002.775309618315,0.0,12816.471114927803,5.396466831394625e-07,39.0,39991.5906,0.0,0.08245929659918119,0.021767897914846623,0.01873119241141685,0.0068576995072150366,1.0,1.0
241,77683101.02836445,13002.77740779059,0.0,12816.471121395258,4.881576951989921e-06,40.0,39991.5906,0.0,0.07935428053232549,0.027904041565122797,0.017490746308122272,0.012624868271905837,0.0,0.0
250,77683108.11745493,13002.779324355706,0.0,12816.471113014331,3.324233187902267e-06,42.0,39991.5477,0.0,0.04351421002755488,0.004251172255468936,0.06213008905830859,0.008640451299063401,0.0,0.0
256,77683102.14281164,13002.780412904378,0.0,12816.4711182697,3.493856941834855e-07,36.0,39991.5906,0.0,0.035383631560261725,0.0015134587767349625,0.04896113635103132,0.011329005012369766,1.0,1.0
277,77683102.42570117,13002.784657824845,0.0,12816.471120307791,0.0,36.0,39991.5906,0.0,0.031463880861940914,0.0004266643063715681,0.06926343495063693,0.00582467034457523,0.0,0.0
288,77683102.70542423,13002.78695501631,0.0,12816.471119892092,7.233054437420161e-08,35.0,39991.5906,0.0,0.03195779816584477,0.0005407396229964837,0.04879902079867627,0.015124547386932318,1.0,1.0
289,77683105.25680323,13002.787175533724,0.0,12816.471116462533,1.0503133694745862e-06,38.0,39991.5906,0.0,0.033929895041357655,0.0002751747265878484,-0.01659550363923632,0.007572809443664348,1.0,1.0
290,77683106.10448644,13002.787292242012,5.0163402186690677e-05,12816.471117062754,3.7861658739711547e-06,216.0,39991.5612055556,0.019970847749186105,0.03229229748194524,0.0017865922299043818,0.030516683992784406,0.02612986165134263,14.0,3.7416573867739413
291,77683106.31833127,13002.787449594083,5.710387762683841e-05,12816.471118375573,2.8861112682183448e-06,224.0,39991.561106250076,0.019929216803183603,0.032874397211349694,0.001098147904084059,0.017687810766522653,0.028449722942789028,4.0,2.0
293,77683104.15487084,13002.787887731514,0.0,12816.471120535436,1.3113266650728752e-06,37.0,39991.5906,0.0,0.03222348226956161,0.0004974122672007298,0.05858234266085677,0.013006265046898797,1.0,1.0
294,77683103.4394757,13002.78804729329,4.173414386631389e-05,12816.471121081191,1.0807329388903065e-06,78.0,39991.590600000076,0.0,0.03365534270063294,0.0006036083736609077,0.019410137958237515,0.017476500309530636,6.0,2.449489742783178
295,77683103.57559505,13002.788307409195,0.0,12816.471119338881,1.5319573515987918e-06,38.0,39991.5906,0.0,0.03444925840232343,0.0008426840763238304,-0.006727599866675948,0.0123097421956596,1.0,1.0
296,77683103.28488877,13002.788386980075,0.0,12816.471120843631,9.722777330151411e-07,40.0,39991.5906,0.0,0.03523652669694026,0.0004310500626033665,-0.017622544677229353,0.005288851640807179,14.0,3.7416573867739413
319,77683100.583978,13002.793046035345,0.0,12816.471120810054,2.7535848568435282e-06,76.0,39991.514803947444,0.07049606029334213,0.05594657372206315,0.034928208502322936,0.3078552068800892,0.49891079034432007,1.0,1.0
366,77683100.15791775,13002.802494829508,0.0,12816.471115475822,1.008457861251766e-06,39.0,39991.45010000001,0.0,0.06565012360487642,0.04043389955719245,0.11960310286188633,0.14638431862293097,4.0,2.0
381,77683095.46546288,13002.805451943883,6.551088326590166e-05,12816.47111848924,1.045641753226806e-06,80.0,39991.499802499995,0.0419100059757541,0.03296279718326911,0.0004909429410463785,0.0054601269414911915,0.02073901485902723,5.0,2.23606797749979
386,77683095.90478824,13002.80647892099,0.0,12816.471114046084,1.1053104607846296e-06,38.0,39991.45010000001,0.0,0.03332397112040694,0.0004906190040777752,-0.01438820938213477,0.0033496672459724514,1.0,1.0
394,77683095.03844732,13002.808052057475,0.0,12816.47111752958,5.955468669518894e-07,35.0,39991.53469999998,0.0,0.03144090796413419,0.0007872179073009785,0.058112442475731614,0.013318095235726727,3.0,1.7320508075688772
396,77683096.1704787,13002.808383731623,0.0,12816.471111302437,3.350672083322723e-07,33.0,39991.45010000001,0.0,0.03315504687578038,0.00041513054662026673,0.006651252680802932,0.01451229637525288,2.0,1.4142135623730951
404,77683096.43599455,13002.810046480094,0.0,12816.471113261401,5.471130037577924e-07,35.0,39991.45010000001,0.0,0.035312885477463266,0.002482525802041228,0.04432557101209014,0.0029581590421541874,0.0,0.0
405,77683099.86387813,13002.81026701651,0.0,12816.471114307944,3.054102891304218e-07,39.0,39991.45010000001,0.0,0.036611496806575286,0.0032555246143144063,0.0018629807882272382,0.012961594515106615,4.0,2.0
409,77683099.29390256,13002.811071549946,1.9825749215295e-05,12816.471122885094,3.3958312608781903e-06,114.0,39991.45010000001,0.0,0.04062102634564411,0.0007485662848832945,-0.0006337364167132923,0.02804525998898088,10.0,3.1622776601683795
410,77683098.57283388,13002.811279058302,6.330985864867359e-05,12816.471121716597,3.694474719600545e-06,73.0,39991.45010000001,0.0,0.039675619021065214,0.0011566071701408465,0.058640919255703444,0.011667408037059903,5.0,2.23606797749979
411,77683096.71062095,13002.811416819533,0.0,12816.47111640568,0.0,35.0,39991.45010000001,0.0,0.04180690602382718,0.004510062709586531,0.06252010620731073,0.004968968857937254,1.0,1.0
412,77683098.15096675,13002.811638920039,0.0,12816.471113174368,1.649445628796246e-06,34.0,39991.45010000001,0.0,0.04385788212138044,0.000492955251651615,0.013006170996551776,0.011339148608196329,3.0,1.7320508075688772
414,77683097.88086025,13002.812133594245,0.0,12816.471121017354,0.0,35.0,39991.45010000001,0.0,0.05046246742867962,0.0013078885727043246,-0.008199871334173896,0.006831322730241185,1.0,1.0
415,77683096.99958207,13002.812329243447,0.0,12816.47111313412,5.450619543360791e-07,38.0,39991.45010000001,0.0,0.05186524314098153,0.002591839883473626,0.054046569267295695,0.003936893507592909,1.0,1.0
417,77683097.44660287,13002.812650168704,3.0481384334517738e-05,12816.471124109223,2.978353530984383e-06,75.0,39991.45010000001,0.0,0.05748152313814893,0.0019613139648445963,0.0027607070478693247,0.02317920142695348,9.0,3.0
418,77683094.75851327,13002.81281938002,0.0,12816.471116521905,4.04176277185475e-07,40.0,39991.534699999975,0.0,0.043829826354097816,0.01806584479774716,0.057472203454249915,0.005487237504767135,3.0,1.7320508075688772
456,77683094.4651753,13002.820534553897,0.0,12816.471120481432,2.184677165006789e-06,38.0,39991.53469999998,0.0,0.06053861134209761,0.016068597374232524,0.15355660320882275,0.24419995021628477,4.0,2.0
504,77683094.16975577,13002.830152239361,0.0,12816.47112148546,6.731444383660737e-07,38.0,39991.53469999998,0.0,0.048601910152715255,0.03413644969614509,0.5994215233628032,0.5038686639846607,0.0,0.0
513,77683089.90311898,13002.831972543514,0.0,12816.471117780988,1.3224285427043246e-06,36.0,39991.514999999985,0.0,0.040774430894097276,0.000472776049003679,-0.0038869708478558715,0.009155634513808951,6.0,2.449489742783178
514,77683090.19497728,13002.832145898892,0.0,12816.471119298265,2.8950916236255496e-07,38.0,39991.51499999998,0.0,0.04438641071985253,0.002339083878688943,-0.016621471807978003,0.006772835868866102,6.0,2.449489742783178
517,77683089.61487971,13002.832630830299,0.0,12816.471125301412,1.178495392331669e-06,37.0,39991.51499999998,0.0,0.04634080780665467,0.004873358326143813,0.03261464244280015,0.013775621422617073,6.0,2.449489742783178
518,77683090.47908777,13002.832865172177,0.0,12816.47111859357,1.2885869425985502e-07,36.0,39991.52977499998,0.008651354145409297,0.053493062574668654,0.006327334878262161,0.004921046971650133,0.005649370457397981,0.0,0.0
522,77683090.76333854,13002.833734864325,0.0,12816.471118792371,7.517970308534853e-07,37.0,39991.53469999998,0.0,0.06700117600755054,0.012463577847174525,0.049318958998629404,0.01371013886167911,1.0,1.0
527,77683091.05583344,13002.834646788937,0.0,12816.47112115083,3.0796641146856987e-07,41.0,39991.534699999975,0.0,0.11463685096637566,0.02364616212316512,0.07065648525298121,0.002470530149055454,3.0,1.7320508075688772
528,77683093.61646119,13002.834957880246,1.3798349485019425e-05,12816.471118625584,1.8225845203074972e-06,102.0,39991.53470000008,0.0,0.1185185725645334,0.0013146025610659734,0.01347376779997927,0.025415885868900815,6.0,2.449489742783178
529,77683091.3588847,13002.835073149892,1.7841686610465587e-05,12816.471118127602,1.157594437181995e-06,79.0,39991.525722784856,0.009873948485824393,0.11525409015957618,0.037579740556306404,0.06733021866069105,0.008741560165526152,1.0,1.0
530,77683092.03798617,13002.835258535511,4.7207165611679464e-05,12816.471118867496,1.5797784134818176e-06,73.0,39991.53470000003,0.0,0.14107171203129557,0.01083186231329456,0.0620338560780132,0.009958269291235743,2.0,1.4142135623730951
531,77683092.48540138,13002.835427154976,0.0,12816.471119095151,3.364845109613865e-07,31.0,39991.53469999998,0.0,0.14512279990226662,0.0059154741157722455,0.03177984244065179,0.014203757738889105,0.0,0.0
532,77683091.92661156,13002.835686527604,4.5554917848470396e-05,12816.4711171178,2.4805879703267864e-06,118.0,39991.53470000004,0.0,0.15811994650910888,0.004087809317966132,0.007893652355974928,0.016838539971090825,2.0,1.4142135623730951
541,77683089.0605492,13002.837498300772,0.0,12816.47112153741,1.1344728114256582e-06,31.0,39991.51499999999,0.0,0.15211521801343014,0.00625575684031518,0.07187748633165456,0.008582397608941675,4.0,2.0
569,77683088.80441439,13002.843024958216,0.0,12816.471114137668,1.2078815616732254e-06,38.0,39991.51499999998,0.0,0.044914430243683356,0.029142149942712154,0.0321380914788206,0.017028898376420697,0.0,0.0
613,77683088.51119617,13002.851882887946,0.0,12816.47111665672,1.7104502081316975e-06,40.0,39991.51499999997,0.0,0.04216872919161588,0.015532990968458242,-0.0021792752729337768,0.011288309480446559,0.0,0.0
631,77683083.39032508,13002.855532608664,2.2092175068988845e-05,12816.471122031819,4.301508008767688e-06,262.0,39991.4627999999,0.0,0.11223812897740691,0.013918234004868713,0.025981851659637727,0.030992841290914654,30.0,5.477225575051661
632,77683080.11635223,13002.855683795842,5.979607530032243e-05,12816.471118256371,4.0412464577194425e-06,590.0,39991.47771745765,0.0141411613649914,0.11900402053930921,0.004776887646140568,0.03402742982235485,0.030267046836865638,62.0,7.874007874011811
633,77683075.70147297,13002.855885623194,6.054351465899557e-05,12816.47111944598,2.6547081425440406e-06,553.0,39991.49992857112,0.011468710456188714,0.132181798369359,0.004493486268718276,0.029321241865942923,0.02942672032497294,41.0,6.4031242374328485
634,77683071.4455068,13002.856087609482,5.780101481376951e-05,12816.471118958892,2.875185668610009e-06,564.0,39991.503576596326,0.02419741376240969,0.14410067827880946,0.003941313319068743,0.028121313234577536,0.03257542223900394,52.0,7.211102550927978
635,77683067.15595657,13002.85628966104,5.615833719349941e-05,12816.47111646194,3.2047138679029155e-06,555.0,39991.451499999894,0.0,0.15613946461625186,0.002849863842688169,0.0357202170591186,0.028146100606809308,55.0,7.416198487095663
636,77683064.46331598,13002.856491736335,6.034569428965469e-05,12816.47111835365,3.2898979244649768e-06,554.0,39991.502628700015,0.011617816468608466,0.16047706114228152,0.006076455872059869,0.03447485169007342,0.03146480359945225,62.0,7.874007874011811
637,77683058.9066502,13002.856682464368,5.879128922376801e-05,12816.471119359769,4.28696872598596e-06,547.0,39991.468361608466,0.022247932533585275,0.16251163729933,0.0020388787294693864,0.03782907650257143,0.030115969787252624,56.0,7.483314773547883
638,77683054.36808382,13002.8568780966,6.0152466096386695e-05,12816.471118071633,2.6665961160869605e-06,630.0,39991.52898428639,0.06049206566064427,0.15883868142890173,0.0027747031325849013,0.0288977038574534,0.031092533089436308,55.0,7.416198487095663
639,77683049.68334378,13002.857075998554,5.511250351454404e-05,12816.471117143306,3.3692883423496606e-06,596.0,39991.54506442943,0.03235893874827071,0.1509984649368401,0.003158185194487503,0.03601365182398447,0.030345668855734628,52.0,7.211102550927978
640,77683045.1541154,13002.857282685249,5.9419066797498964e-05,12816.471118676182,3.339029830503438e-06,593.0,39991.49776155141,0.019742718615720686,0.1384629979345752,0.003722098403876555,0.03203274457777574,0.030908846290198497,64.0,8.0
641,77683040.74492835,13002.857482369564,5.5557944394025266e-05,12816.471118152369,3.2967129067845627e-06,548.0,39991.486237956,0.02333282481367736,0.1275784393179331,0.00468503883488341,0.027889800357242436,0.030981369123059484,52.0,7.211102550927978
642,77683039.37331453,13002.857681236464,5.686417162904136e-05,12816.471118440277,3.604619563651463e-06,639.0,39991.52172456978,0.017957216841626638,0.11723588735193993,0.003124853762860073,0.02887362054110635,0.02920422300174326,68.0,8.246211251235321
643,77683031.92151704,13002.857884683031,5.7042545704197135e-05,12816.471118775242,2.676006175572495e-06,561.0,39991.49599999963,0.0,0.10750732846809119,0.003966156745729929,0.03251946720379201,0.03183069148987618,44.0,6.6332495807108
644,77683027.51609533,13002.858080861055,5.658497675600075e-05,12816.471117389245,4.456180345026788e-06,593.0,39991.489161551755,0.001961282061616099,0.09720473077987707,0.0030547516822845237,0.027306246059468173,0.031340500446095015,64.0,8.0
645,77683026.78762032,13002.858282238147,5.934390473855316e-05,12816.471120228929,4.7377449911903705e-06,635.0,39991.52579968507,0.026276365467363685,0.08944583100309952,0.003727276330636141,0.025278555659839462,0.029679226161016547,69.0,8.306623862918075
